word,freq,Volume,start_dates
surely,9,1,1946-09-12
eternal,3,1,1946-09-12
element,10,1,1946-09-12
attempt,11,1,1946-09-12
obliteration,1,1,1946-09-12
spite,26,1,1946-09-12
heaven,3,1,1946-09-12
rolled,1,1,1946-09-12
revolved,1,1,1946-09-12
hostility,3,1,1946-09-12
enmity,1,1,1946-09-12
towards,16,1,1946-09-12
particularly,9,1,1946-09-12
ask,39,1,1946-09-12
broad,2,1,1946-09-12
catholic,2,1,1946-09-12
bible,1,1,1946-09-12
teach,5,1,1946-09-12
perish,1,1,1946-09-12
applause,22,1,1946-09-12
proposal,44,1,1946-09-12
purely,5,1,1946-09-12
personal,11,1,1946-09-12
approve,3,1,1946-09-12
medical,1,1,1946-09-12
advice,15,1,1946-09-12
afternoon,17,1,1946-09-12
propose,34,1,1946-09-12
sit,33,1,1946-09-12
luncheon,1,1,1946-09-12
recess,1,1,1946-09-12
presentation,4,1,1946-09-12
credential,15,1,1946-09-12
signing,5,1,1946-09-12
register,17,1,1946-09-12
assistance,6,1,1946-09-12
mr,323,1,1946-09-12
frank,2,1,1946-09-12
anthony,5,1,1946-09-12
nominated,26,1,1946-09-12
pause,1,1,1946-09-12
declare,23,1,1946-09-12
motion,27,1,1946-09-12
carried,24,1,1946-09-12
informed,4,1,1946-09-12
prasanna,2,1,1946-09-12
deb,2,1,1946-09-12
raikut,2,1,1946-09-12
bengal,23,1,1946-09-12
condolence,1,1,1946-09-12
relation,6,1,1946-09-12
think,181,1,1946-09-12
start,11,1,1946-09-12
formal,11,1,1946-09-12
must,101,1,1946-09-12
pas,32,1,1946-09-12
formality,2,1,1946-09-12
cut,5,1,1946-09-12
procedure,77,1,1946-09-12
coming,32,1,1946-09-12
platform,4,1,1946-09-12
shake,2,1,1946-09-12
tested,1,1,1946-09-12
yesterday,20,1,1946-09-12
would,318,1,1946-09-12
minute,18,1,1946-09-12
ascend,3,1,1946-09-12
circuitous,1,1,1946-09-12
route,1,1,1946-09-12
return,4,1,1946-09-12
seat,27,1,1946-09-12
thought,31,1,1946-09-12
dispensed,1,1,1946-09-12
presented,15,1,1946-09-12
signed,16,1,1946-09-12
madras,3,1,1946-09-12
1,41,1,1946-09-12
sri,41,1,1946-09-12
c,24,1,1946-09-12
rajagopalachari2,1,1,1946-09-12
pattabhi,5,1,1946-09-12
sitaramayya3,1,1,1946-09-12
prakasam4,1,1,1946-09-12
dewan,1,1,1946-09-12
bahadur,11,1,1946-09-12
gopalaswami,7,1,1946-09-12
ayyangar5,1,1,1946-09-12
diwan,7,1,1946-09-12
alladi,5,1,1946-09-12
krishnaswami,6,1,1946-09-12
ayyar6,1,1,1946-09-12
shrimati,6,1,1946-09-12
ammu,2,1,1946-09-12
swaminathan,1,1,1946-09-12
mla,28,1,1946-09-12
central7,3,1,1946-09-12
h,5,1,1946-09-12
prater,1,1,1946-09-12
obe,1,1,1946-09-12
jp,1,1,1946-09-12
cmzs,1,1,1946-09-12
bombay8,1,1,1946-09-12
p,6,1,1946-09-12
subbarayan9,1,1,1946-09-12
raja,5,1,1946-09-12
bobbili10,1,1,1946-09-12
ananthasayanam,1,1,1946-09-12
ayyangar,6,1,1946-09-12
central11,3,1,1946-09-12
professor,1,1,1946-09-12
g,4,1,1946-09-12
ranga,1,1,1946-09-12
central12,2,1,1946-09-12
ramalingam,1,1,1946-09-12
chettiyar,1,1,1946-09-12
central13,3,1,1946-09-12
k,12,1,1946-09-12
kamaraja,1,1,1946-09-12
nadar,1,1,1946-09-12
mla14,3,1,1946-09-12
madhava,1,1,1946-09-12
menon,1,1,1946-09-12
mlc15,1,1,1946-09-12
shiva,2,1,1946-09-12
rao16,1,1,1946-09-12
santhanam17,1,1,1946-09-12
krishnamachari18,1,1,1946-09-12
gopala,1,1,1946-09-12
reddi,4,1,1946-09-12
mla19,3,1,1946-09-12
dakshayani,1,1,1946-09-12
velayudan,1,1,1946-09-12
mlc,2,1,1946-09-12
cochin20,1,1,1946-09-12
v,14,1,1946-09-12
muniswami,2,1,1946-09-12
pillai,2,1,1946-09-12
mla21,2,1,1946-09-12
chandramouli,1,1,1946-09-12
mla22,2,1,1946-09-12
govinda,1,1,1946-09-12
dos,1,1,1946-09-12
mla23,1,1,1946-09-12
rev,2,1,1946-09-12
jerome,1,1,1946-09-12
dsouza,4,1,1946-09-12
sj24,1,1,1946-09-12
ramanath,1,1,1946-09-12
goenka25,1,1,1946-09-12
sitarama,1,1,1946-09-12
mla26,3,1,1946-09-12
srinivasa,1,1,1946-09-12
mallayya27,1,1,1946-09-12
kala,2,1,1946-09-12
venkata,2,1,1946-09-12
rao,4,1,1946-09-12
mla28,3,1,1946-09-12
kunhiraman29,1,1,1946-09-12
durgabai30,1,1,1946-09-12
kakkan,1,1,1946-09-12
mla31,1,1,1946-09-12
sanjeeva,1,1,1946-09-12
mla32,2,1,1946-09-12
ramaswami,1,1,1946-09-12
reddiyar,1,1,1946-09-12
mlc33,2,1,1946-09-12
perumalswami,1,1,1946-09-12
mlc34,1,1,1946-09-12
veerabahu,1,1,1946-09-12
pillai35,1,1,1946-09-12
wilson,1,1,1946-09-12
mla36,2,1,1946-09-12
l,3,1,1946-09-12
narasimha,1,1,1946-09-12
raju,1,1,1946-09-12
mla37,1,1,1946-09-12
nagappa,1,1,1946-09-12
mla38,1,1,1946-09-12
bharathi39,1,1,1946-09-12
alagesan40,1,1,1946-09-12
kesava,1,1,1946-09-12
rao41,1,1,1946-09-12
subrahmanyam42,1,1,1946-09-12
subrahmanyam43,1,1,1946-09-12
nadimuthu,1,1,1946-09-12
bombay,7,1,1946-09-12
sardar,17,1,1946-09-12
vallabhbhai,7,1,1946-09-12
patel2,1,1,1946-09-12
kher3,1,1,1946-09-12
rt,1,1,1946-09-12
r,10,1,1946-09-12
jayakar,62,1,1946-09-12
pc4,1,1,1946-09-12
munshi5,1,1,1946-09-12
shankar,5,1,1946-09-12
dattatraya,1,1,1946-09-12
deo6,1,1,1946-09-12
narhar,1,1,1946-09-12
vishnu,2,1,1946-09-12
gadgil7,1,1,1946-09-12
patil8,1,1,1946-09-12
hansa,1,1,1946-09-12
mehta,1,1,1946-09-12
mlc9,1,1,1946-09-12
alban,3,1,1946-09-12
mla10,4,1,1946-09-12
masani,2,1,1946-09-12
nalavade,1,1,1946-09-12
mla12,3,1,1946-09-12
gupta,3,1,1946-09-12
mla13,3,1,1946-09-12
nijalingappa14,1,1,1946-09-12
diwakar15,1,1,1946-09-12
mane,1,1,1946-09-12
mla16,3,1,1946-09-12
khandubhai,1,1,1946-09-12
kasanji,1,1,1946-09-12
desai17,1,1,1946-09-12
pataskar,1,1,1946-09-12
mla18,3,1,1946-09-12
kanayalal,1,1,1946-09-12
nanabhai,1,1,1946-09-12
desai,1,1,1946-09-12
jedhe,1,1,1946-09-12
sarat,3,1,1946-09-12
chandra,14,1,1946-09-12
bose2,1,1,1946-09-12
ambedkar3,1,1,1946-09-12
kiran,2,1,1946-09-12
roy,4,1,1946-09-12
mla4,3,1,1946-09-12
reginald,1,1,1946-09-12
central5,1,1,1946-09-12
satya,1,1,1946-09-12
ranjan,2,1,1946-09-12
baksi6,1,1,1946-09-12
prafulla,2,1,1946-09-12
ghosh7,1,1,1946-09-12
uday,3,1,1946-09-12
chand,7,1,1946-09-12
mahtab,4,1,1946-09-12
kcie,2,1,1946-09-12
mla8,1,1,1946-09-12
suresh,6,1,1946-09-12
banerjee,6,1,1946-09-12
mla9,5,1,1946-09-12
debi,1,1,1946-09-12
prosad,1,1,1946-09-12
khaitan,1,1,1946-09-12
leela,1,1,1946-09-12
ray11,1,1,1946-09-12
damber,1,1,1946-09-12
singh,26,1,1946-09-12
gurung,1,1,1946-09-12
syama,11,1,1946-09-12
prasad,81,1,1946-09-12
mookherjee,11,1,1946-09-12
ashutosh,1,1,1946-09-12
mallick,1,1,1946-09-12
radhanath,2,1,1946-09-12
da,17,1,1946-09-12
mla15,3,1,1946-09-12
promatha,1,1,1946-09-12
thakur,5,1,1946-09-12
hem,1,1,1946-09-12
nasker,1,1,1946-09-12
mla17,3,1,1946-09-12
somnath,6,1,1946-09-12
lahiri18,1,1,1946-09-12
rajkumar,1,1,1946-09-12
chakravarty19,1,1,1946-09-12
priyaranjan,1,1,1946-09-12
sen20,1,1,1946-09-12
sen21,1,1,1946-09-12
majumdar22,1,1,1946-09-12
surendra,1,1,1946-09-12
mohan,7,1,1946-09-12
ghose23,1,1,1946-09-12
arun,1,1,1946-09-12
guha24,1,1,1946-09-12
dhananjoy,1,1,1946-09-12
mla25,2,1,1946-09-12
dhirendra,1,1,1946-09-12
nath,6,1,1946-09-12
datta,1,1,1946-09-12
taking,22,1,1946-09-12
kripalani2,1,1,1946-09-12
pt,6,1,1946-09-12
govind,6,1,1946-09-12
ballabh,1,1,1946-09-12
pant3,1,1,1946-09-12
shri,38,1,1946-09-12
purushottam,4,1,1946-09-12
tandon4,1,1,1946-09-12
hirday,2,1,1946-09-12
kunzru5,1,1,1946-09-12
malaviya,2,1,1946-09-12
central6,3,1,1946-09-12
krishna,3,1,1946-09-12
dutt,1,1,1946-09-12
paliwal,1,1,1946-09-12
lal,65,1,1946-09-12
saksena,6,1,1946-09-12
central8,1,1,1946-09-12
jugal,1,1,1946-09-12
kishore,2,1,1946-09-12
purnima,1,1,1946-09-12
banerji,1,1,1946-09-12
prakasa,1,1,1946-09-12
sucheta,1,1,1946-09-12
kripalani12,1,1,1946-09-12
jogendra,1,1,1946-09-12
damodar,1,1,1946-09-12
swarup,1,1,1946-09-12
seth,3,1,1946-09-12
central14,1,1,1946-09-12
algu,1,1,1946-09-12
rai,6,1,1946-09-12
shastri,2,1,1946-09-12
banshi,1,1,1946-09-12
dhar,1,1,1946-09-12
misra,1,1,1946-09-12
bhagwan,1,1,1946-09-12
din,2,1,1946-09-12
kamlapati,1,1,1946-09-12
tiwari,1,1,1946-09-12
kamla,1,1,1946-09-12
chaudhri19,1,1,1946-09-12
jagannath,1,1,1946-09-12
bakhsh,1,1,1946-09-12
mla20,2,1,1946-09-12
harihar,1,1,1946-09-12
gopal,1,1,1946-09-12
narain,4,1,1946-09-12
feroze,1,1,1946-09-12
gandhi23,1,1,1946-09-12
jaspat,1,1,1946-09-12
kapoor24,1,1,1946-09-12
nehru25,1,1,1946-09-12
rafi,2,1,1946-09-12
ahmad,2,1,1946-09-12
kidwai26,1,1,1946-09-12
radhakrishnan27,1,1,1946-09-12
dayal,2,1,1946-09-12
bhagat,1,1,1946-09-12
dharam,2,1,1946-09-12
mla29,2,1,1946-09-12
gopi,2,1,1946-09-12
srivastava30,1,1,1946-09-12
prakash31,1,1,1946-09-12
ajit,1,1,1946-09-12
jain,1,1,1946-09-12
ram,6,1,1946-09-12
pragi,1,1,1946-09-12
mla34,1,1,1946-09-12
phool,1,1,1946-09-12
mla35,1,1,1946-09-12
masuria,1,1,1946-09-12
shibban,1,1,1946-09-12
saksena37,1,1,1946-09-12
khurshed,1,1,1946-09-12
lal38,1,1,1946-09-12
sunder,1,1,1946-09-12
lal39,1,1,1946-09-12
har,1,1,1946-09-12
pant,1,1,1946-09-12
mla40,1,1,1946-09-12
dhulekar,1,1,1946-09-12
mla41,1,1,1946-09-12
vishwambhar,1,1,1946-09-12
tripathi,1,1,1946-09-12
mla42,1,1,1946-09-12
venkatesh,1,1,1946-09-12
narayan,4,1,1946-09-12
tivary,1,1,1946-09-12
punjab,14,1,1946-09-12
chaman,5,1,1946-09-12
lall,4,1,1946-09-12
central2,1,1,1946-09-12
harnam,3,1,1946-09-12
singh3,1,1,1946-09-12
kartar,1,1,1946-09-12
ujjal,1,1,1946-09-12
mla5,3,1,1946-09-12
mehr,2,1,1946-09-12
khanna6,1,1,1946-09-12
pratap,1,1,1946-09-12
mla7,2,1,1946-09-12
bakhshi,2,1,1946-09-12
tek,3,1,1946-09-12
chand8,1,1,1946-09-12
prithvi,1,1,1946-09-12
azad,7,1,1946-09-12
sharma,1,1,1946-09-12
chaudhri,2,1,1946-09-12
suraj,1,1,1946-09-12
mal,1,1,1946-09-12
mla11,2,1,1946-09-12
bhargava,2,1,1946-09-12
harbhaj,1,1,1946-09-12
rajendra,67,1,1946-09-12
prasad2,1,1,1946-09-12
sarojini,3,1,1946-09-12
naidu3,1,1,1946-09-12
jagjivan,2,1,1946-09-12
ram4,1,1,1946-09-12
sinha5,1,1,1946-09-12
satyanarayan,26,1,1946-09-12
maharajadhiraja,5,1,1946-09-12
kameshwara,2,1,1946-09-12
darbhanga7,1,1,1946-09-12
sen8,1,1,1946-09-12
anugrahnarayan,1,1,1946-09-12
sinha9,1,1,1946-09-12
banarsi,1,1,1946-09-12
jhunjhunwala,1,1,1946-09-12
central10,1,1,1946-09-12
mahtha11,1,1,1946-09-12
deshbandhu,1,1,1946-09-12
ramnarayan,1,1,1946-09-12
ghosh,1,1,1946-09-12
bhagwat,1,1,1946-09-12
boniface,1,1,1946-09-12
lakra,1,1,1946-09-12
mlc16,1,1,1946-09-12
rameshwar,1,1,1946-09-12
phulan,1,1,1946-09-12
varma,1,1,1946-09-12
mahesh,1,1,1946-09-12
sarangdhar,1,1,1946-09-12
syamanandan,4,1,1946-09-12
sahaya,4,1,1946-09-12
cie21,1,1,1946-09-12
brajeshwar,1,1,1946-09-12
prashad22,1,1,1946-09-12
jaipal,4,1,1946-09-12
singh23,1,1,1946-09-12
chandrika,1,1,1946-09-12
mlc24,1,1,1946-09-12
kamleshwari,1,1,1946-09-12
yadav,1,1,1946-09-12
jagat,1,1,1946-09-12
jadubans,1,1,1946-09-12
sahay,1,1,1946-09-12
mla27,1,1,1946-09-12
guptanath,1,1,1946-09-12
dip,2,1,1946-09-12
devendra,1,1,1946-09-12
samanta,1,1,1946-09-12
mlc30,1,1,1946-09-12
cp,3,1,1946-09-12
berar,1,1,1946-09-12
ravi,1,1,1946-09-12
shukla2,1,1,1946-09-12
hari,9,1,1946-09-12
gour3,1,1,1946-09-12
brijlal,1,1,1946-09-12
nandlal,1,1,1946-09-12
biyani4,1,1,1946-09-12
rustom,1,1,1946-09-12
khurshedji,1,1,1946-09-12
sidhwa,1,1,1946-09-12
govinddas,1,1,1946-09-12
chhedilal,1,1,1946-09-12
kamath8,1,1,1946-09-12
cecil,2,1,1946-09-12
edward,1,1,1946-09-12
gibbon,1,1,1946-09-12
tryambak,1,1,1946-09-12
dharmadhikar10,1,1,1946-09-12
guru,2,1,1946-09-12
agamdas,1,1,1946-09-12
agarmandas,1,1,1946-09-12
punjabrao,1,1,1946-09-12
shamrao,1,1,1946-09-12
deshmukh12,1,1,1946-09-12
mandloi,1,1,1946-09-12
khandekar14,1,1,1946-09-12
bhatkar,1,1,1946-09-12
assam,22,1,1946-09-12
srijut,6,1,1946-09-12
gopinath,2,1,1946-09-12
bardoloi2,1,1,1946-09-12
nicholsroy3,1,1,1946-09-12
omeo,1,1,1946-09-12
kumar,5,1,1946-09-12
basanta,1,1,1946-09-12
das5,1,1,1946-09-12
dharanidhar,1,1,1946-09-12
basu,1,1,1946-09-12
matari,1,1,1946-09-12
mla6,2,1,1946-09-12
rohini,1,1,1946-09-12
chaudhury,1,1,1946-09-12
babu,12,1,1946-09-12
akshay,2,1,1946-09-12
nw,5,1,1946-09-12
f,5,1,1946-09-12
maulana,5,1,1946-09-12
abul,5,1,1946-09-12
kalam,6,1,1946-09-12
azad2,1,1,1946-09-12
abdul,3,1,1946-09-12
ghaffar,2,1,1946-09-12
harekrushna,2,1,1946-09-12
mahtab2,1,1,1946-09-12
malati,1,1,1946-09-12
chowdhury3,1,1,1946-09-12
biswanath,6,1,1946-09-12
das4,1,1,1946-09-12
bodhram,1,1,1946-09-12
dube,1,1,1946-09-12
lakshminarayan,1,1,1946-09-12
sahu,1,1,1946-09-12
das7,1,1,1946-09-12
nandakishore,2,1,1946-09-12
das8,1,1,1946-09-12
raj,7,1,1946-09-12
krushna,1,1,1946-09-12
bose,3,1,1946-09-12
santanu,1,1,1946-09-12
kuram,1,1,1946-09-12
brought,18,1,1946-09-12
speaker,28,1,1946-09-12
sind,9,1,1946-09-12
legislature,16,1,1946-09-12
circumstance,15,1,1946-09-12
certificate,1,1,1946-09-12
jairamdas,1,1,1946-09-12
daulatram,1,1,1946-09-12
asaf,2,1,1946-09-12
ali,3,1,1946-09-12
ajmermerwara,1,1,1946-09-12
mukut,1,1,1946-09-12
bihari,1,1,1946-09-12
coorg,4,1,1946-09-12
poonacha,2,1,1946-09-12
oversight,2,1,1946-09-12
hisname,1,1,1946-09-12
registerno,1,1,1946-09-12
finish,27,1,1946-09-12
sitting,19,1,1946-09-12
meet,69,1,1946-09-12
tomorrow,46,1,1946-09-12
ready,6,1,1946-09-12
asked,27,1,1946-09-12
adviser,5,1,1946-09-12
office,18,1,1946-09-12
circulate,3,1,1946-09-12
possible,66,1,1946-09-12
evening,6,1,1946-09-12
11,16,1,1946-09-12
1130,1,1,1946-09-12
arrived,4,1,1946-09-12
nownobody,2,1,1946-09-12
forward,28,1,1946-09-12
2,20,1,1946-09-12
moving,14,1,1946-09-12
prescribing,3,1,1946-09-12
understand,47,1,1946-09-12
permission,4,1,1946-09-12
run,9,1,1946-09-12
hereby,2,1,1946-09-12
resolve,28,1,1946-09-12
230,3,1,1946-09-12
pm,6,1,1946-09-12
nominate,1,1,1946-09-12
another,62,1,1946-09-12
delivering,2,1,1946-09-12
nomination,28,1,1946-09-12
proposer,11,1,1946-09-12
seconder,16,1,1946-09-12
stating,3,1,1946-09-12
ascertained,2,1,1946-09-12
willing,17,1,1946-09-12
smallest,6,1,1946-09-12
number,53,1,1946-09-12
vote,46,1,1946-09-12
excluded,10,1,1946-09-12
together,30,1,1946-09-12
elect,8,1,1946-09-12
ballot,6,1,1946-09-12
date,16,1,1946-09-12
fixed,14,1,1946-09-12
3,26,1,1946-09-12
purpose,60,1,1946-09-12
deemed,10,1,1946-09-12
4where,1,1,1946-09-12
candidate,26,1,1946-09-12
obtains,4,1,1946-09-12
larger,6,1,1946-09-12
obtain,5,1,1946-09-12
equal,23,1,1946-09-12
lot,9,1,1946-09-12
5,23,1,1946-09-12
ballet,1,1,1946-09-12
aggregate,2,1,1946-09-12
balloting,1,1,1946-09-12
obtaining,5,1,1946-09-12
remaining,14,1,1946-09-12
case,37,1,1946-09-12
6where,1,1,1946-09-12
4,28,1,1946-09-12
determination,6,1,1946-09-12
whose,20,1,1946-09-12
recommend,4,1,1946-09-12
usual,6,1,1946-09-12
applied,4,1,1946-09-12
beg,16,1,1946-09-12
second,34,1,1946-09-12
moved,71,1,1946-09-12
seconded,6,1,1946-09-12
put,64,1,1946-09-12
suggest,43,1,1946-09-12
verbal,6,1,1946-09-12
alteration,4,1,1946-09-12
fully,16,1,1946-09-12
consider,52,1,1946-09-12
noted,1,1,1946-09-12
rostrum,4,1,1946-09-12
paragraph,60,1,1946-09-12
substituted,7,1,1946-09-12
opinion,53,1,1946-09-12
objection,49,1,1946-09-12
nonmember,1,1,1946-09-12
interpret,4,1,1946-09-12
interpretation,39,1,1946-09-12
dangerous,7,1,1946-09-12
proposed,36,1,1946-09-12
concerned,44,1,1946-09-12
got,60,1,1946-09-12
inconvenience,3,1,1946-09-12
already,46,1,1946-09-12
portion,19,1,1946-09-12
absurdity,1,1,1946-09-12
oppose,16,1,1946-09-12
meaning,11,1,1946-09-12
kripalanis,7,1,1946-09-12
yes,14,1,1946-09-12
see,77,1,1946-09-12
press,10,1,1946-09-12
sound,5,1,1946-09-12
altered,6,1,1946-09-12
afraid,16,1,1946-09-12
suggesting,4,1,1946-09-12
anything,39,1,1946-09-12
fair,11,1,1946-09-12
consequential,2,1,1946-09-12
avoid,14,1,1946-09-12
advise,7,1,1946-09-12
decide,27,1,1946-09-12
mover,45,1,1946-09-12
misapprehension,4,1,1946-09-12
fancy,2,1,1946-09-12
elegance,1,1,1946-09-12
language,21,1,1946-09-12
point,161,1,1946-09-12
covered,3,1,1946-09-12
distinct,3,1,1946-09-12
either,28,1,1946-09-12
precise,2,1,1946-09-12
mistake,2,1,1946-09-12
suggested,24,1,1946-09-12
dont,11,1,1946-09-12
discussion,50,1,1946-09-12
certainly,21,1,1946-09-12
mind,62,1,1946-09-12
harm,13,1,1946-09-12
prevent,8,1,1946-09-12
formally,5,1,1946-09-12
advised,6,1,1946-09-12
use,21,1,1946-09-12
opened,3,1,1946-09-12
adopt,16,1,1946-09-12
subsection,1,1,1946-09-12
presiding,3,1,1946-09-12
clause,57,1,1946-09-12
submit,28,1,1946-09-12
prefer,3,1,1946-09-12
adhere,4,1,1946-09-12
rather,13,1,1946-09-12
practically,8,1,1946-09-12
withdrawal,7,1,1946-09-12
contesting,1,1,1946-09-12
contest,4,1,1946-09-12
true,18,1,1946-09-12
bethough,1,1,1946-09-12
arise,18,1,1946-09-12
itbut,1,1,1946-09-12
added,21,1,1946-09-12
withdraw,15,1,1946-09-12
adding,5,1,1946-09-12
insertion,1,1,1946-09-12
fix,12,1,1946-09-12
quite,32,1,1946-09-12
clear,56,1,1946-09-12
jawahar,57,1,1946-09-12
facilitate,3,1,1946-09-12
absolute,5,1,1946-09-12
discretion,10,1,1946-09-12
standing,15,1,1946-09-12
pending,3,1,1946-09-12
regulation,5,1,1946-09-12
outside,27,1,1946-09-12
asking,17,1,1946-09-12
presumably,2,1,1946-09-12
function,43,1,1946-09-12
desirable,8,1,1946-09-12
something,27,1,1946-09-12
easiest,1,1,1946-09-12
absolutely,16,1,1946-09-12
rise,13,1,1946-09-12
considerable,4,1,1946-09-12
difficulty,87,1,1946-09-12
modify,3,1,1946-09-12
suit,4,1,1946-09-12
win,11,1,1946-09-12
suppose,12,1,1946-09-12
whoever,1,1,1946-09-12
wording,12,1,1946-09-12
apologise,1,1,1946-09-12
follow,17,1,1946-09-12
actual,3,1,1946-09-12
objecting,2,1,1946-09-12
drafted,5,1,1946-09-12
negativing,1,1,1946-09-12
proposition,11,1,1946-09-12
foresees,1,1,1946-09-12
carrying,4,1,1946-09-12
really,22,1,1946-09-12
opposing,4,1,1946-09-12
sorry,15,1,1946-09-12
job,2,1,1946-09-12
unusual,1,1,1946-09-12
connection,18,1,1946-09-12
silent,3,1,1946-09-12
supporter,3,1,1946-09-12
application,5,1,1946-09-12
proposes,6,1,1946-09-12
firstly,3,1,1946-09-12
secondly,6,1,1946-09-12
shortly,2,1,1946-09-12
believe,52,1,1946-09-12
meanwhile,3,1,1946-09-12
transact,3,1,1946-09-12
helpful,4,1,1946-09-12
despite,2,1,1946-09-12
bound,17,1,1946-09-12
leaf,2,1,1946-09-12
appeal,18,1,1946-09-12
leave,27,1,1946-09-12
thingthe,1,1,1946-09-12
within,29,1,1946-09-12
period,12,1,1946-09-12
regular,2,1,1946-09-12
framed,29,1,1946-09-12
placed,38,1,1946-09-12
regulated,3,1,1946-09-12
permitted,4,1,1946-09-12
thirdly,2,1,1946-09-12
difficult,15,1,1946-09-12
knowledge,7,1,1946-09-12
differ,8,1,1946-09-12
respect,28,1,1946-09-12
acquaint,3,1,1946-09-12
instead,15,1,1946-09-12
regulate,4,1,1946-09-12
lastly,6,1,1946-09-12
220,1,1,1946-09-12
supplied,3,1,1946-09-12
supply,1,1,1946-09-12
short,9,1,1946-09-12
agrees,3,1,1946-09-12
option,8,1,1946-09-12
nothing,47,1,1946-09-12
inform,2,1,1946-09-12
opposition,11,1,1946-09-12
spoken,6,1,1946-09-12
support,61,1,1946-09-12
perfect,5,1,1946-09-12
sat,1,1,1946-09-12
deliberated,1,1,1946-09-12
therein,7,1,1946-09-12
membersit,1,1,1946-09-12
cost,3,1,1946-09-12
muchmr,1,1,1946-09-12
everyone,15,1,1946-09-12
else,15,1,1946-09-12
enough,12,1,1946-09-12
waste,3,1,1946-09-12
adjourn,15,1,1946-09-12
cover,5,1,1946-09-12
contingency,1,1,1946-09-12
debate,16,1,1946-09-12
knowing,6,1,1946-09-12
anyone,8,1,1946-09-12
supporting,7,1,1946-09-12
laughter,16,1,1946-09-12
technical,4,1,1946-09-12
overwhelming,5,1,1946-09-12
majority,41,1,1946-09-12
manual,1,1,1946-09-12
available,3,1,1946-09-12
6,7,1,1946-09-12
confirm,2,1,1946-09-12
existing,5,1,1946-09-12
organisation,15,1,1946-09-12
decision,58,1,1946-09-12
probably,15,1,1946-09-12
month,17,1,1946-09-12
functioning,10,1,1946-09-12
organised,1,1,1946-09-12
completely,12,1,1946-09-12
behind,19,1,1946-09-12
scene,1,1,1946-09-12
realise,18,1,1946-09-12
hard,11,1,1946-09-12
preceded,2,1,1946-09-12
decides,5,1,1946-09-12
otherwise,15,1,1946-09-12
kind,28,1,1946-09-12
obviously,14,1,1946-09-12
choose,15,1,1946-09-12
expand,1,1,1946-09-12
vary,3,1,1946-09-12
legalise,1,1,1946-09-12
continuation,1,1,1946-09-12
seconding,4,1,1946-09-12
provoking,1,1,1946-09-12
renewed,4,1,1946-09-12
staff,5,1,1946-09-12
valuable,4,1,1946-09-12
successor,1,1,1946-09-12
7,10,1,1946-09-12
assembled,15,1,1946-09-12
apply,7,1,1946-09-12
conduct,8,1,1946-09-12
discus,12,1,1946-09-12
require,10,1,1946-09-12
appoint,21,1,1946-09-12
consisting,7,1,1946-09-12
15,14,1,1946-09-12
appear,2,1,1946-09-12
superfluous,3,1,1946-09-12
officebearers,6,1,1946-09-12
manner,28,1,1946-09-12
prescribed,3,1,1946-09-12
schedule,11,1,1946-09-12
allowance,4,1,1946-09-12
servant,4,1,1946-09-12
provincial,21,1,1946-09-12
disposal,7,1,1946-09-12
salary,3,1,1946-09-12
consultation,9,1,1946-09-12
recruited,1,1,1946-09-12
1the,1,1,1946-09-12
proportional,5,1,1946-09-12
representation,49,1,1946-09-12
single,12,1,1946-09-12
transferable,5,1,1946-09-12
2the,1,1,1946-09-12
announce,1,1,1946-09-12
holding,7,1,1946-09-12
3notice,1,1,1946-09-12
desirous,1,1,1946-09-12
proposing,3,1,1946-09-12
writing,4,1,1946-09-12
addressed,2,1,1946-09-12
12,4,1,1946-09-12
noon,2,1,1946-09-12
serve,8,1,1946-09-12
4if,1,1,1946-09-12
vacancy,17,1,1946-09-12
filled,7,1,1946-09-12
aforesaid,2,1,1946-09-12
thereafter,12,1,1946-09-12
additional,7,1,1946-09-12
5if,1,1,1946-09-12
total,4,1,1946-09-12
6if,1,1,1946-09-12
exceeds,2,1,1946-09-12
7for,1,1,1946-09-12
required,12,1,1946-09-12
mentioned,19,1,1946-09-12
include,15,1,1946-09-12
pretty,2,1,1946-09-12
serious,8,1,1946-09-12
lacuna,3,1,1946-09-12
tribunal,5,1,1946-09-12
challenged,2,1,1946-09-12
instance,13,1,1946-09-12
keep,21,1,1946-09-12
intention,24,1,1946-09-12
specifically,5,1,1946-09-12
safer,1,1,1946-09-12
addition,14,1,1946-09-12
draft,10,1,1946-09-12
explain,5,1,1946-09-12
sectional,1,1,1946-09-12
mention,12,1,1946-09-12
ambiguity,1,1,1946-09-12
whatsoever,7,1,1946-09-12
substituting,1,1,1946-09-12
contend,3,1,1946-09-12
laid,20,1,1946-09-12
inconsistent,10,1,1946-09-12
submission,6,1,1946-09-12
general,23,1,1946-09-12
regarding,11,1,1946-09-12
relates,6,1,1946-09-12
para,28,1,1946-09-12
1a,1,1,1946-09-12
agree,21,1,1946-09-12
elucidation,1,1,1946-09-12
deleting,1,1,1946-09-12
understood,8,1,1946-09-12
included,11,1,1946-09-12
setting,2,1,1946-09-12
advisory,27,1,1946-09-12
outlined,2,1,1946-09-12
20,11,1,1946-09-12
minority,90,1,1946-09-12
five,23,1,1946-09-12
adequate,17,1,1946-09-12
detriment,1,1,1946-09-12
amended,8,1,1946-09-12
seven,6,1,1946-09-12
supported,8,1,1946-09-12
borrow,1,1,1946-09-12
phraseology,1,1,1946-09-12
